Modalidad;actividad;descripcion;lugar;direccion;calle;altura;barrio;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;suspende_por_lluvia;gratuita;long;lat;links
Virtual;Cine CordoBA: Soldado Argentino sólo conocido por Dios.;Proyección online de película en el marco del Ciclo de Cine CórdoBA.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Transitado - Proyecto con apoyo de Impulso Cultural;Evento online de danza con apoyo de Prodanza;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/channel/UC9_bstDrdwnv5XX6WV7995Q?view_as=subscriber
Virtual;Desgustación con libros de periodistas;Un encuentro sensorial con los libros, para conversar y también leer aquellos fragmentos que más nos gustaron;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Encuentro;Literatura, Libro y Lectura;Público General;No;Si;-58.3740289481446;-34.6083962649132;Por zoom
Virtual;Cine CordoBA: Vigilia en agosto.;Proyección online de película en el marco del Ciclo de Cine CórdoBA.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Tecnopozo - Proyecto con apoyo de Impulso Cultural;Performance en entorno virtual creada en 2020 durante la fase de aislamiento por COVID-19;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Charla con Encuadre Internacional: Jerome Paillard;Video entrevistas a referentes de la industria audiovisual a nivel internacional.Impulsada por Buenos Aires Film Commission;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.buenosaires.gob.ar/cultura/impulso-cultural/charlas-con-encuadre
Virtual;Panorama: Semana de las galerías de arte;Evento híbrido que invitación a que la gente visite las galerías siguiendo los protocolos vigentes, activando este circuito cultural y artístico, y de forma online junto a un calendario de encuentros y acciones virtuales.;GALERIAS DEL PAÍS.;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;;;www.arteBA.org
Virtual;Línea 137, de Lucía Vassallo + Charla con directora.;Proyección Online de documental sobre la Línea 137, “Línea 137” retrata la vida asistentes sociales y psicólogos que asisten, socorren y acompañan a mujeres que sufren casos de violencia de género, sexual y familiar. Y entrevista con su Directora Lucía Vassallo.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Cine CordoBA: Gotas de lluvia.;Proyección online de película en el marco del Ciclo de Cine CórdoBA.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Atisbo - Proyecto con apoyo de Prodanza;Obra de danza con apoyo de Prodanza.;;;;;;0.0;;;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;;;Sin definir aún
Virtual;Aeón - Proyecto con apoyo de IC;Proyecto de danza con apoyo de Prodanza. Aeón es un solo en danza butoh que indaga sobre la potencia del cuerpo como un territorio para desplegar las capas profundas que desconoce de sí.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.3740289481446;-34.6083962649132;http://www.alternativateatral.com/obra60824-aeon
Virtual;Festival de No Ficción Basado en Hechos Reales;Cuarta edición del Festival de No Ficción Basado en Hechos Reales, un encuentro gratuito de tres días de duración para leer, mirar, pensar y experimentar las distintas formas de la no ficción;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Festival;Literatura, Libro y Lectura;Público General;No;Si;-58.3740289481446;-34.6083962649132;http://basadoenhechosreales.com.ar/
Virtual;Día Nacional del Teatro: La lección de anatomía;"Proyección online de documental sobre la obra de teatro ""La lección de Anatomía"" en el marco del Día Nacional del Teatro. Este documental cuenta con apoyo de Mecenazgo";CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Cine CordoBA: Los pasos.;Proyección online de película en el marco del Ciclo de Cine CórdoBA.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Cine CordoBA: Casa propia.;Proyección online de película en el marco del Ciclo de Cine CórdoBA.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;Cine CordoBA: Atlántida.;Proyección online de película en el marco del Ciclo de Cine CórdoBA.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://vivamoscultura.buenosaires.gob.ar/
Virtual;"Foco Danza: 
NARCISO DEL `92 
";"Videodanza: esta obra propone fue parte de la Incubadora de Primeras Obras de la DGEART y propone una corporalidad que funciona como pregunta en relación a proyectos que se volvieron cuerpo, memoria e imágenes que ya no están. Narciso del ´92 surge de la necesidad personal del artista Emilio Bidegain de llevar a escena un cuerpo encapsulado y erótico en estado de oferta, inspirado en la obra del artista plástico argentino Pablo Suárez. La música, la danza y el videoclip son sus armas narcisistas para conquistar al mercado.
";;;;;;0.0;;;Actividad;Festival;Mixto;Público General;No;Si;;;
Presencial;Festival de Jazz;Se presenta la Big Band de Jazz del Conservatorio Manuel de Falla, bajo la dirección de Valentín Reiners, en el cierre del Festival de Jazz;PARQUE CENTENARIO;;;;;6.0;;;Actividad;Concierto / Recital;Música;Público General;0;Si;;;
Virtual;"A ver qué escucha: 
Elena Roger";El artista italiano Mirko Mescia indaga a ocho referentes de la cultura de nuestro país sobre música, sonidos, ruidos, silencios y cómo escuchan todo lo que escuchan. Cada miércoles se estrena una nueva entrevista en la plataforma Vivamos Cultura y en el canal de Youtube de la DGEART. En esta oportunidad la enrevistada es la música, actriz y bailarina Elena Roger.;VIVAMOS CULTURA Y YOUTUBE DE LA DGEART;;;;;0.0;;;Actividad;Ciclo;Mixto;Público General;No;Si;;;
Virtual;"A ver qué escucha: 
Sebastián Blutrach";El artista italiano Mirko Mescia indaga a ocho referentes de la cultura de nuestro país sobre música, sonidos, ruidos, silencios y cómo escuchan todo lo que escuchan. Cada miércoles se estrena una nueva entrevista en la plataforma Vivamos Cultura y en el canal de Youtube de la DGEART. En esta oportunidad el enrevistado es productor y gestor teatral Sebastián Blutrach.;VIVAMOS CULTURA Y YOUTUBE DE LA DGEART;;;;;0.0;;;Actividad;Ciclo;Mixto;Público General;No;Si;;;
Virtual;"A ver qué escucha: 
Claudia Piñeiro";El artista italiano Mirko Mescia indaga a ocho referentes de la cultura de nuestro país sobre música, sonidos, ruidos, silencios y cómo escuchan todo lo que escuchan. Cada miércoles se estrena una nueva entrevista en la plataforma Vivamos Cultura y en el canal de Youtube de la DGEART. En esta oportunidad la enrevistada es la escritora Caludia Piñeiro.;VIVAMOS CULTURA Y YOUTUBE DE LA DGEART;;;;;0.0;;;Actividad;Ciclo;Mixto;Público General;No;Si;;;
Virtual;Seguimos Latiendo Radio Podcast;Esta serie de podcast reproduce las entrevistas realizadas en el marco de “Seguimos Latiendo, micro del Certamen de Tango Hugo del Carril” dentro del programa El Arranque por La 2X4 FM 92.7. Lautaro Mazza, ganador en 2011, es uno de los cantantes más destacados en la actualidad. Luego del Certamen Hugo del Carril ganó en los más importantes concursos de tango, también fue la voz del sexteto de Raúl Garello, cantó junto a la Orquesta Juan de Dios Filiberto y la Orquesta del Tango de Buenos Aires, además de llevar una exitosa carrera solista, tanto en el país como en el extranjero. Fue declarado como Personalidad Destacada de la Ciudad de La Plata. Todos los miércoles a las 11.30 en el micro Seguimos Latiendo en el programa El Arranque por La 2x4 FM 92.7, el conductor Luis Tarantino entrevista a un participante del Certamen de Tango Hugo del Carril. Nosotros te dejamos aquí el podcast de cada entrevista para que puedas escuchar a tus artistas en cualquier momento.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;0;;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/watch?v=w1yIWpnIMN0&ab_channel=M%C3%BAsicaBA
Virtual;Seguimos Latiendo;"Todas las semanas el Certamen “Hugo del Carril” nos brindará un nuevo capítulo de “Seguimos Latiendo”. El cantante Esteban Riera, uno de los más queridos referentes del Certamen, Ganador Canto Masculino 2002 y Jurado 2019; nos canta un fragmento de “Soy cantor”, de Rosales y Saraceni, canción que ganó en composición en el mismo año que él, 2002, y que lleva el nombre de su primer disco.";CASA DE LA CULTURA;;;;;0.0;;;Actividad;0;;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/watch?v=drgukMFUizc&ab_channel=M%C3%BAsicaBA
Virtual;Música en Casa;Compartimos el programa N° 23 de ”Música en Casa” con el gran Mario Cárdenas, el mejor cantor de tangos de su generación, acompañado por el maestro Victor Simón en piano y Dulcinemma Longhi en los coros. Entrevista realizada por Mariana Bocca para el Canal de la Ciudad, el sábado 7 de noviembre de 2020. “Música en casa” es una realización de la Dirección General de Música del Ministerio de Cultura, el Canal de la Ciudad y Plaza Independencia Música. Un ciclo semanal de encuentros con artistas consagrados de diferentes géneros en el ambiente íntimo y cálido de sus hogares.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;0;;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/watch?v=xSBRW4TWxPk&t=29s&ab_channel=M%C3%BAsicaBA
Virtual;Folklore en casa;Compartimos el programa N°10 de “Folklore en casa” con Carlos di Fulvio, destacado autor, compositor e intérprete de música popular de raíz folklórica, en una charla relajada con muchas anécdotas, entrevistado por Victoria Casaurang por el Canal de la Ciudad, el domingo 8 de noviembre de 2020. “Folklore en casa” es una realización de la Dirección General de Música del Ministerio de Cultura, la Academia Nacional de Folklore y el Canal de la Ciudad, un ciclo semanal de encuentros con referentes de las diferentes expresiones del folklore argentino, en el ambiente íntimo y cálido de sus hogares.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;0;;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/watch?v=4ZKhAh99RLA&t=567s&ab_channel=M%C3%BAsicaBA
Virtual;Seguimos Latiendo Radio Podcast;Esta serie de podcast reproduce las entrevistas realizadas en el marco de “Seguimos Latiendo, micro del Certamen de Tango Hugo del Carril” dentro del programa El Arranque por La 2X4 FM 92.7. El cantor Javier Setti, ganador en 2016. Luego de su participación en el Certamen Hugo del Carril ganó varios concursos de tango. Lleva una exitosa carrera solista en el circuito porteño y el exterior, además de trabajar en prestigiosas casas de tango. Todos los miércoles a las 11.30 en el micro Seguimos Latiendo en el programa El Arranque por La 2x4 FM 92.7, el conductor Luis Tarantino entrevista a un participante del Certamen de Tango Hugo del Carril. Nosotros te dejamos aquí el podcast de cada entrevista para que puedas escuchar a tus artistas en cualquier momento.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;0;;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/watch?v=PQWfjIYDOiI&ab_channel=M%C3%BAsicaBA
Virtual;Seguimos Latiendo;El Certamen “Hugo del Carril” nos brindará un nuevo capítulo de “Seguimos Latiendo”. Leiza y José son bailarines y resultaron ganadores en la categoría Tango Fantasía edición 2019 del Certamen. En este video mandan un sentido saludo a todos los artistas por el difícil momento que están pasando, agradecen a la organización del Certamen y nos brindan momentos de su participación el año pasado, bailando junto a la Orquesta del Tango de Buenos Aires. Cabe destacar que José es oriundo de la hermana República del Perú, mientras Leiza es Argentina, conformando una pareja internacional. ¡Un lujo tener un ganador en el tango nacido en el Perú! ¡Vayan nuestras felicitaciones para ellos!;CASA DE LA CULTURA;;;;;0.0;;;Actividad;0;;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/watch?v=pdo50Rqrq-k&ab_channel=M%C3%BAsicaBA
Virtual;Seguimos Latiendo;"Todas las semanas el Certamen “Hugo del Carril” nos brindará un nuevo capítulo de “Seguimos Latiendo”. En este episodio presentamos a Sergio Veloso, ganador del Certamen Hugo del Carril en canto masculino en la edición 2011. Sergio es un cantor netamente porteño, pero también abarca el canto nacional y transita milongas valses y estilos criollos. Desde Parque Patricios su barrio natal y tanguero, se ha presentado en escenarios destacados de Buenos Aires como el Café Tortoni, 36 billares, Café Homero y Torcuato Tasso entre otros Compartió conciertos y espectáculos con figuras históricas del género como Ernesto Baffa, Raúl Garello, Raúl Lavie, Abel Córdoba, Julio Pane, Hugo Rivas, Jorge Dragone y Guillermo Fernández . En 2003 se fue a Europa, donde trabajó en ciudades españolas tales como Vigo, Granada, Barcelona y Madrid y participó en festivales de tango como el de Tarbes en Francia, el ""Mediterranean Tango Festival"" en Croacia, el Festival de Música de Ravenna (Italia), el de Toddi (Italia), el Festival Tango Postale (Toulouse). En 2010 traslada su residencia definitivamente a Buenos Aires, realizando presentaciones en distintos escenarios porteños y realizando su habitual gira estival por España y Francia presentando su propio espectáculo ""Efecto Tango"" Actualmente vive en Buenos Aires y se encuentra produciendo sus próximas giras y espectáculos y la salida de su próximo disco para 2021.";CASA DE LA CULTURA;;;;;0.0;;;Actividad;0;;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://www.youtube.com/watch?v=jpIyKW48Wu0&ab_channel=M%C3%BAsicaBA
Virtual;Día de la Afroargentinidad y de la Cultura Afro;Te invitamos a participar de un conversatorio virtual sobre identidad y cultura afro, junto a referentes de la comunidad. ¡Celebremos aprendiendo!;CULTURA EN CASA;;;;;0.0;;;Actividad;Ciclo;Otros;Público General;No;Si;;;https://www.buenosaires.gob.ar/cultura/promocion-cultural/noticias/dia-de-la-afroargentinidad-y-de-la-cultura-afro
Virtual;Celebración del Día de Muertos;Propuesta virtual con la transmisión de una serie de videos;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Celebración del Día de Muertos;Propuesta virtual con la transmisión de una serie de videos;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Semana del Orgullo;Los museos participan de la Semana del Orgullo LGBT durante la cual se publicarán contenidos vinculados con la temática de diversidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Semana del Orgullo;Los museos participan de la Semana del Orgullo LGBT durante la cual se publicarán contenidos vinculados con la temática de diversidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Semana del Orgullo;Los museos participan de la Semana del Orgullo LGBT durante la cual se publicarán contenidos vinculados con la temática de diversidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Semana del Orgullo;Los museos participan de la Semana del Orgullo LGBT durante la cual se publicarán contenidos vinculados con la temática de diversidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Semana del Orgullo;Los museos participan de la Semana del Orgullo LGBT durante la cual se publicarán contenidos vinculados con la temática de diversidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Semana del Orgullo;Los museos participan de la Semana del Orgullo LGBT durante la cual se publicarán contenidos vinculados con la temática de diversidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;Semana del Orgullo;Los museos participan de la Semana del Orgullo LGBT durante la cual se publicarán contenidos vinculados con la temática de diversidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Presencial;Día de la Música;Recital de Camila Nebbia Trío.;CAFÉ MARGOT;;;;BOEDO;5.0;;;Actividad;Concierto / Recital;Música;Público General;No;Si;;;
Virtual;Coppelia;Basada en un cuento de E.T.A Hoffmann, este ballet con música de Léo Delibes cuenta la historia de Swanilda, su novio Franz y el Dr. Coppelius, un juguetero que inventa muñecas de tamaño humano. Franz se enamora de una de ellas, Coppelia, y solo después de varios desencuentros y sorpresas, se reunirá con su prometida en un final feliz.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Función / Exhibición;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://teatrocolon.org.ar/es/en-vivo
Virtual;Rossini: Stabat Mater;El Stabat Mater de Gioachino Rossini es una síntesis y amalgama de estilos, técnicas y procedimientos, muestra de su madurez creadora. Uno de los grandes aportes del compositor al repertorio sacro universal y expresión de su propia espiritualidad.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://teatrocolon.org.ar/es/en-vivo
Virtual;Andrea Chenier;La obra cumbre de Umberto Giordano se apoya en un libreto de Luigi Illica, apasionado por la historia de Chénier, poeta francés de 32 años muerto durante la Revolución Francesa.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://teatrocolon.org.ar/es/en-vivo
Virtual;Concierto de María Castillo de Lima;"Estreno mundial de su obra compuesta durante la pandemia

";CASA DE LA CULTURA;;;;;0.0;;;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://teatrocolon.org.ar/es/en-vivo
Virtual;Orquesta Filarmónica de Buenos Aires;El programa de este 15º concierto del abono 2019 de la Filarmónica se compone de una obra divertida y trovadoresca de Maurice Ravel, un concierto para flauta de C. P. E. Bach y una sinfonía de Alexander Borodin de carácter dramático y operístico.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.3740289481446;-34.6083962649132;https://teatrocolon.org.ar/es/en-vivo
Virtual;Anuncio ganador premio Azcuy 2020;Anuncio de ganador de Premio Azcuy 2020.;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Exposición;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;INAUGURACIÒN Diana Aisenberg: Mística robótica en la economía de cristal;Inauguración exposición Diana Aisenberg;CASA DE LA CULTURA;;;;;0.0;;;Actividad;Exposición;Artes Visuales;Público General;No;Si;-58.3740289481446;-34.6083962649132;
Virtual;FOCO Maria Marta Colusi ;"La linea ""Argentinxs en el exterior"" presenta a María Marta Colussi, bailarina, coreógrafa y docente argentina radicada en Alemania, integrante de la Compañía Sasha Waltz & Guests en Berlín.";FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/maria-marta-colusi
Virtual;FOCO Clase magistral de Vertigo Dance Company;El Foco Buenos Aires Danza Contemporánea, gracias al apoyo de la Embajada de Israel, ofrece una clase intensiva de tres sesiones, a ser tomada desde tu casa, a través de la plataforma Zoom, impartida por Noa Wertheim, directora artística de Vertigo Dance Company, en conjunto con Rina Wertheim-koren y Micah Aimos, coreógrafos y bailarines integrantes de la compañía israelí.;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/clase-magistral-de-vertigo-dance-company
Virtual;FOCO La conspiración de las formas;La Conspiración de las formas surge de la residencia de creación que la artista Amparo González Sola realizó en 2018 en el Museo Sívori;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/la-conspiracion-de-las-formas
Virtual;FOCO Narciso del '92;Un cuerpo encapsulado y erótico en estado de oferta. Inspirado en la obra del artista plástico Pablo Suárez;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/narciso-del-92
Virtual;FOCO Charla sobre Diversidad y comunidades LGBTIQ+ en las artes escénicas;La Dirección General de Convivencia en la Diversidad invita a  generar un espacio de encuentro y reflexión entre su directora, Natasha Steinberg y referentes LGBTIQ+ del campo de las artes del movimiento: Julia Amore, Rodrigo Arena, Keko Barrios y Federico Castro.;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/charla-sobre-diversidad-y-comunidades-lgbtiq-en
Virtual;FOCO Desarchivando el archivo: 20 años de la primera edición del Festival Buenos Aires Danza Contemporánea;Abrimos el archivo de lo ocurrido en el CSM celebrando los 20 años de existencia del 1er Festival Buenos Aires Danza Contemporánea.;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/desarchivando-el-archivo-20-anos-de-la-primera
Virtual;FOCO Jiuman Güifi;Jiuman Güifi es una red de conexión que hace posible que un grupo de humanos baile, un campo magnético portador de información biológicamente relevante que conecta todos los sistemas vivos;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/jiuman-guifi
Virtual;FOCO Mundodanza;“Mundodanza” un espectáculo de danza para chicos y grandes;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/mundodanza
Virtual;FOCO Dos monumentos a la danza;Los monumentos al ballet nacional y al tango nos recuerdan a dos parejas de bailarines emblemáticos de nuestra historia.;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/dos-monumentos-la-danza
Virtual;FOCO Lo que sabemos de Olga;Proyecto residente de Laboratorio Prodanza 2016;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/lo-que-sabemos-de-olga
Virtual;FOCO Rastros;Proyecto residente de Laboratorio Prodanza 2016;FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/rastros
Virtual;FOCO Performance AAP;"Una performance en 3 etapas: Construcción - Reposicionamiento - Recreación. 
";FESTIVALES;;;;;0.0;;;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;;;http://www.buenosaires.gob.ar/festivalesba/foco-buenos-aires-danza-contemporanea/obras/performance-aap
Presencial;Experimento cocina - Juana Repetto;"@juanarepettook y Toro nos enseñan a hacer scons de queso! Una receta riquísima y apta para que toda la familia ponga las manos en la masa.
@juanarepettook
";USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;Mi obra favorita;En el día que conmemoramos a lxs artistas plásticos en nuestro país, Abril te invita a divertirte creando fotomontajes digitales a partir de fragmentos de piezas de lxs artistas visuales que más admires.;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Niños (4-7);No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;"Rock en Libros: Julián Delgado ""Tu tiempo es hoy""";"El historiador Julián Delgado nos habla de su libro ""Tu tiempo es hoy - Una
historia de Almendra"" y cuenta los detalles de su realización y escritura.
";USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;story puente jurado: Natalia Blanc;;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;Mi ultimo disco, antonio birabent;"Antonio Birabent nos habla de su último disco ""El interior del volcán"",
grabado en su casa durante la cuarentena. 
";USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;USINA LAB - Rectangulo aureo;"Hoy te mostramos cómo confeccionar un área siguiendo el estilo matemático renacentista.
Porfa les pedimos que al momento de la edición usen al menos dos de las imágenes que figuran en la carpeta ""imágenes video"" así se entiende mejor la propuesta. Una puede ser de la Gioconda y otra del caracol.
";USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Niños (4-7);No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;DONDE NACE LA INSPIRACIÓN: dibujo futurista;;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Niños (4-7);No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;Apuntes Sobre Música: Maria Marta Ferreyra (fargot);;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;Gusanito movedizo;"iUpiiiii en casa
Con la primavera nuevos animalitos asoman sus antenas. Recreamos un simpático gusano para sacarlo de paseo junto a lxs más chiquitxs.
";USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Primera infancia (0-3);No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;SHOW DE ADRIANA 18 H VC;"Ciclo: ¡Luz, cámara, música!
Desde el Auditorio de la Usina del Arte @cantandoconadriana, acompañada de sus bailarines y junto a sus queridos personajes, hará saltar de alegría a las familias haciendo un recorrido por las canciones favoritas de todos los chicxs.
";USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Niños (4-7);No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;Vivo Día de la tradición 18h Juliana con Dolli Irigoyen;;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;Vivo Gabi plaza, día de la tradición 20h;;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;"CUENTAMUDOS ""ya me decidí""";;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Niños (4-7);No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;"Juegoteca ""Brote""";;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Niños (4-7);No;Si;;;https://www.instagram.com/usinadelarte/
Presencial;FÓRMULAS PERFECTAS Charo Bogarín, ayelén zuker y Marlene Luque.- VC 20 H;;USINA;;;;LA BOCA;4.0;;;Actividad;Encuentro;Otros;Público General;No;Si;;;https://www.instagram.com/usinadelarte/
