Modalidad;actividad;descripcion;lugar;direccion;calle;altura;barrio;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;suspende_por_lluvia;gratuita;long;lat;links
Presencial;"""No deseado"", Lupino y Clifton - Ida Lupino: actriz, cineasta";Foco en la obra de una de las voces femeninas más potentes en el cine del Hollywood clásico. Se exhibirán en copias restauradas films poco vistos y diferentes clásicos;TEATRO SAN MARTÍN;;AVENIDA CORRIENTES;1530.0;SAN NICOLÁS;1.0;2020-02-22;2020-02-22;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.3886391689903;-34.6042417731319;
Presencial;Recorridos por el Jardín;Antonio Sturla se ha encargado de mantener y conservar el jardín durante los últimos 23 años y realiza todos los meses las guías por este lugar inolvidable.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-04;2020-01-04;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Introducción a la fitoterapia;Encuentro que brinda las herramientas necesarias para crear salud de forma natural.;MUSEO DE ARTE POPULAR JOSÉ HERNÁNDEZ;;AV. DEL LIBERTADOR;2373.0;PALERMO;14.0;2020-02-11;2020-02-11;Actividad;Formación;Otros;Público General;No;Si;-58.4051935738329;-34.5798338755258;
Presencial;Enigma en el Museo;Una experiencia diferente, una aventura donde los personajes cobran vida y deberán escaparse del guardia del museo.;MUSEO DE LA CIUDAD;DEFENSA 223;DEFENSA;223.0;SAN TELMO;1.0;2020-01-23;2020-01-23;Actividad;Función / Exhibición;Artes Escénicas;Niños (4-7);No;Si;-58.37207981020286;-34.61044765447147;
Presencial;Continuado LEGO;"¡Vení a crear con Legos! Los invitamos a construir, desarmar y volver a armar paisajes y personajes que cobrarán vida a partir de los bloques Lego.
";MUSEO DE ARTE MODERNO DE BUENOS AIRES;;AV. SAN JUAN;350.0;SAN TELMO;1.0;2020-02-14;2020-02-14;Actividad;Formación;Artes Visuales;Niños (4-7);No;Si;-58.3707230150043;-34.6218932900146;
Presencial;Amor de Verano. Muestras Visuales. La civilización perdida;Artistas: Gabriel Chaile, Edgardo Gimenez y Geraldine Scwindt. Curadora: Laura Spivak. Sala Cronopios;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-01;2020-02-16;Actividad;Exposición;Artes Visuales;Público General;No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Visitas guiadas a la Casa Fernández Blanco;Los guías introducen a los visitantes en la historia de Isaac Fernández Blanco y la casa que fundó y habitó. Se recorren las distintas salas existentes en el museo y las que se proyectan realizar.;CASA FERNÁNDEZ BLANCO (PERTENCE AL MUSEO);;HIPÓLITO YRIGOYEN;1420.0;MONTSERRAT;1.0;2020-02-16;2020-02-16;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.3867054;-34.6100975;
Presencial;Únicos: Luciano Pereyra;Únicos: Luciano Pereyra;TEATRO COLÓN;;LIBERTAD;621.0;SAN NICOLÁS;1.0;2020-02-14;2020-02-14;Actividad;Concierto / Recital;Música;Público General;No;Si;-58.382492119626;-34.6010679144375;
Presencial;Espacio de Videojuegos;Una colección de antiguos videojuegos Atari de uso libre, para jugar en familia.;MUSEO DEL CINE PABLO DUCRÓS HICKEN;;CAFFARENA, AGUSTIN R.;51.0;LA BOCA;4.0;2020-02-22;2020-02-22;Actividad;Encuentro;Cine y Audiovisual;Niños (4-7);No;Si;-58.3567;-34.629361;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-09;2020-01-09;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Consequences;Después de ser enviado a un centro de detención juvenil, Andrej, de 18 años, tiene que luchar por su lugar dentro del grupo de internos.;ZELAYA TEATRO;;ZELAYA;3134.0;BALVANERA;3.0;2020-01-26;2020-01-26;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.4100351461505;-34.6015888291476;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Amor de V erano. Alguién lo Tiene que decir;Activismo en época de crisis con Mongo Gutierrez. Plaza Francia;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-01-28;2020-01-28;Actividad;Encuentro;Mixto;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Corso de Carnaval  Caballito;Las murgas son las protagonistas que animan con bailes, silbatos, bombos con platillo y redoblantes los diferentes corsos de la Ciudad.;FLORES;;SEGUI, F. J., ALTE.;;FLORES;7.0;2020-02-15;2020-02-15;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Si;-58.45707572841521;-34.61293331414357;
Presencial;Ma Ma La Lá;Una obra coreográfica que nace a partir del movimiento más entrañable: el de los lazos sanguíneos. Los cuerpos fluyen entrelazando lo ancestral y lo moderno.;MEDITERRÁNEA;;TUCUMÁN;3378.0;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4133046640664;-34.6000875473886;https://www.buenosaires.gob.ar/fiba
Presencial;Nube;NUBE es una instalación lúdica para chicas y chicos de 4 a 7 años. Dispuesta sobre un gran cielo, la experiencia propone distintos juegos en los cuáles se podrá saltar y rebotar sobre nubes, hamacarse;USINA DEL ARTE;;AGUSTÍN R. CAFFARENA;1.0;LA BOCA;4.0;2020-02-04;2020-02-04;Actividad;Exposición;Otros;Niños (4-7);No;Si;-58.3570997;-34.6287761;
Presencial;Jugando con mi memoria visual;Espacio de juego lúdico a base de juegos sostenidos por la atención, retención y memoria visual. A cargo de la Lic. Dolores Viana.;MUSEO DE ARTES PLÁSTICAS EDUARDO SÍVORI;;AV. INFANTA ISABEL;555.0;PALERMO;14.0;2020-02-24;2020-02-24;Actividad;Encuentro;Artes Visuales;Niños (4-7);No;Si;-58.4179707;-34.5691316;
Presencial;Técnica meisner: la actuación más honesta de un actor para (...);"El nombre del taller finaliza diciendo: ""... cine, teatro y tv"".
Docente: Yoska Lazaro.";CENTRO CULTURAL SAN MARTÍN;;SARMIENTO;1551.0;SAN NICOLÁS;1.0;2020-02-11;2020-03-19;Formación;0;Mixto;Público General;No;Si;-58.3885823890446;-34.6053715211194;http://www.elculturalsanmartin.org/cursos-y-talleres/1148-tecnica-meisner-la-actuacion-mas-honesta-d
Presencial;Yo, famose;Viví la experiencia de ser una celebrity como las que habitan las marquesinas de la calle Corrientes, y sé fotografiado por la dupla Machado Cicala, los fotógrafos predilectos de los famosos.;GUARDIA VIEJA ENTRE BILINGHURST Y MARIO BRAVO;;GUARDIA VIEJA ENTRE BILLINGHURST Y MARIO BRAVO;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4158226149401;-34.601612191021;
Presencial;Exabrupto de color;El nombre define por sí mismo la propuesta de estos múltiples murales: exabrupto como aquel “gesto brusco e inesperado que se manifiesta con enfado y viveza”.;GUARDIA VIEJA ENTRE AGÜERO Y BULNES;;GUARDIA VIEJA ENTRE AGÜERO Y BULNES;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Visuales;Público General;No;Si;-58.4137473546325;-34.6012362029009;
Presencial;Corsos LINIERS I;Carnaval Porteño es un festejo que llega a cada rincón de la Ciudad, con un amplio abanico de espectáculos, siendo punto de encuentro de vecinos y familias.;CORSO LINIERS 1;;TONELERO;6500.0;LINIERS;9.0;2020-02-24;2020-02-24;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;Si;Si;-58.518466;-34.6449268;
Presencial;Visitando a Belgrano;Visita guiada por el Salón Manuel Belgrano, expuesto en las salas A y B del Museo.;MUSEO DE ARTES PLÁSTICAS EDUARDO SÍVORI;;AV. INFANTA ISABEL;555.0;PALERMO;14.0;2020-02-13;2020-02-13;Actividad;Visita / Recorrido;Artes Visuales;Público General;No;Si;-58.4179707;-34.5691316;
Presencial;Trampa para fantasmas;"Obra de danza donde los imaginarios de la naturaleza y de la guerra se hacen presentes. Todo es parte de una gran confusión: la tragedia es absurda e inevitable. 
";EL GALPÓN DE GUEVARA;;GUEVARA;326.0;CHACARITA;15.0;2020-01-26;2020-01-28;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4495051;-34.58733;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Dibujando Ideas;Espacio de dibujo rápido a mano alzada en base a fichas lúdicas que funcionan como disparadores creativos.;MUSEO DE ARTES PLÁSTICAS EDUARDO SÍVORI;;AV. INFANTA ISABEL;555.0;PALERMO;14.0;2020-01-27;2020-01-27;Actividad;Encuentro;Artes Visuales;Público General;No;Si;-58.4179707;-34.5691316;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-20;2020-02-20;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Temporada de teatro de verano en el Museo Larreta;"El grupo ""La Galera"", con dirección de Héctor Presa, interpreta el espectáculo infantil ""Lindo el Patito Feo"".
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-14;2020-02-14;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-03;2020-01-03;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Amor de Verano. Muestras Visuales. Voraz;Una muestra sobre procesos, errores y trabajo colaborativo. Curadores: Belén Machadoy Matías Duarte;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-01;2020-02-16;Actividad;Exposición;Artes Visuales;Público General;No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Visitas guiadas a la Casa Fernández Blanco;Los guías introducen a los visitantes en la historia de Isaac Fernández Blanco y la casa que fundó y habitó. Se recorren las distintas salas existentes en el museo y las que se proyectan realizar.;CASA FERNÁNDEZ BLANCO (PERTENCE AL MUSEO);;HIPÓLITO YRIGOYEN;1420.0;MONTSERRAT;1.0;2020-02-22;2020-02-22;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.3867054;-34.6100975;
Presencial;Temporada de teatro de verano en el Museo Larreta;"El grupo ""La Galera"", con dirección de Héctor Presa, interpreta el espectáculo infantil ""Lindo el Patito Feo"".
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-13;2020-02-13;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;A Ciambra;En la comunidad gitana de A Ciambra, universo sin ley, la familia es lo primero. Así lo ve Pio, de 14 años, cuyo modelo de conducta es su hermano Cosimo.;ZELAYA TEATRO;;ZELAYA;3134.0;BALVANERA;3.0;2020-01-30;2020-01-30;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Si;-58.4100351461505;-34.6015888291476;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Taller de verano: Grafismos;Sobre una imagen de alguna obra del museo se les explicará la técnica del grafismo con microfibras negras. Se verá la línea, el punto y el plano.;MUSEO DE ARTE HISPANOAMERICANO ISAAC FERNÁNDEZ BLANCO - PALACIO NOEL;;SUIPACHA;1422.0;RECOLETA;2.0;2020-02-14;2020-02-14;Actividad;Formación;Artes Visuales;Público General;No;Si;-58.3799282809011;-34.590901591725;
Presencial;Clase y práctica de tango para la familia;Clases y práctica de tango, a cargo de la profesora Catalina Cabana.;MUSEO CASA CARLOS GARDEL;;JEAN JAURES;735.0;BALVANERA;3.0;2020-02-09;2020-02-09;Actividad;Formación;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Si;-58.4078695;-34.6016682;
Presencial;Mirada Épica en el Museo del Cine (fuera de sede);El museo forma parte del recorrido de Mirada Épica que abarca diversos puntos de relevancia nacional e internacional: los murales del barrio, el Galpón de Catalinas y la Usina del Arte, entre otros.;MUSEO DEL CINE PABLO DUCRÓS HICKEN;;CAFFARENA, AGUSTIN R.;51.0;LA BOCA;4.0;2020-02-15;2020-02-15;Actividad;Visita / Recorrido;Otros;Público General;No;Si;-58.3567;-34.629361;
Presencial;Espacio de Juego Libre;"""El Sol de los Bigotes"" transforma el jardín del museo durante cuatro días en un espacio de juego libre para bebés, niños y niñas hasta 5 años.";MUSEO HISTÓRICO CORNELIO DE SAAVEDRA;;CRISÓLOGO LARRALDE;6309.0;SAAVEDRA;12.0;2020-02-22;2020-02-22;Actividad;Encuentro;Otros;Primera infancia (0-3);No;Si;-58.507506;-34.568784;
Presencial;Amor de V erano. Visitas guiadas;Visitas guiadas. Pasaje del Tilo;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-01-21;2020-01-21;Actividad;Formación;Otros;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;"Conferencias de Historia del Arte ""Ciudades para Soñar""";Cada conferencia aborda una ciudad, sus orígenes, su historia, sus protagonistas, su arte y sus monumentos, en un recorrido inolvidable junto a la arquitecta Claudia Alcatena.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-26;2020-02-26;Actividad;Ciclo;Artes Visuales;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Amor de Verano. Clases de Verano;Breaking con Coco y Space. Espacio Cultura Hip Hop;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-01-25;2020-01-25;Actividad;Encuentro;Mixto;Público General;No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Recursos técnicos para la composición musical;Docente: Pablo Berenstein;CENTRO CULTURAL SAN MARTÍN;;SARMIENTO;1551.0;SAN NICOLÁS;1.0;2020-02-12;2020-03-18;Formación;0;Música;Público General;No;Si;-58.3885823890446;-34.6053715211194;http://www.elculturalsanmartin.org/cursos-y-talleres/1154-recursos-tecnicos-para-la-composicion-musi
Presencial;Edición digital - photoshop básico;Docente: Ignacio Labourdette;CENTRO CULTURAL SAN MARTÍN;;SARMIENTO;1551.0;SAN NICOLÁS;1.0;2020-02-11;2020-03-31;Formación;0;Artes Visuales;Público General;No;Si;-58.3885823890446;-34.6053715211194;http://www.elculturalsanmartin.org/cursos-y-talleres/1141-edicion-digital-photoshop-basico
Presencial;Zona soporte;Un individuo con su cuerpo recortado y delimitado nunca es individual, porque para constituirse morfológicamente, e incluso llegar a ser sujeto, tuvo que estar anudado, incluido en el otro.;PLAZA LAVALLE;;LIBERTAD;;SAN NICOLÁS;1.0;2020-01-24;2020-01-24;Actividad;Formación;Artes Escénicas;Público General;No;Si;-58.38380532049136;-34.60262850170575;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Temporada de teatro de verano en el Museo Larreta;"El grupo ""La Galera"", con dirección de Héctor Presa, interpreta el espectáculo infantil ""Lindo el Patito Feo"".";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-07;2020-02-07;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Juegos de antaño;Jornada de juegos tradicionales: ajedrez, damas, ludo y balero, entre otros.;MUSEO CASA CARLOS GARDEL;;JEAN JAURES;735.0;BALVANERA;3.0;2020-02-15;2020-02-15;Actividad;Encuentro;Cultura Tradicional Popular y Patrimonio Inmaterial;Niños (4-7);No;Si;-58.4078695;-34.6016682;
Presencial;Corsos V. CRESPO;Carnaval Porteño es un festejo que llega a cada rincón de la Ciudad, con un amplio abanico de espectáculos, siendo punto de encuentro de vecinos y familias.;CORSO VILLA CRESPO;;SCALABRINI ORTIZ, RAUL AV.;300.0;VILLA CRESPO;15.0;2020-02-25;2020-02-25;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;Si;Si;-58.4387046814612;-34.599931130311;
Presencial;Amor de V erano. Ves,  querés;Feria Habitat BA de Fauna Querida;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-01;2020-02-01;Actividad;Encuentro;Mixto;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Cultura Hip Hop;Torneo de breaking y freestyle dance 1 vs. 1. Terraza;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-01-25;2020-01-25;Actividad;Ciclo;Mixto;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;De vez en cuando me derrumbo;Una VJ, una cantante pop, una cantante lírica, un diseñador sonoro, dos asistentes, un mediador y una actriz conforman el elenco de esta pieza que transforma las escenas en un recital.;MUNAR;DON PEDRO DE MENDOZA AV. 1555;DON PEDRO DE MENDOZA AV.;1555.0;LA BOCA;4.0;2020-01-25;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.35673334980032;-34.63753212541298;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Temporada de teatro de verano en el Museo Larreta;"El grupo ""La Galera"", con dirección de Héctor Presa, interpreta los espectáculos infantiles ""Hansel y Gretel"" y ""Había una vez una canción"".
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-19;2020-01-19;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Vernáculos;Un grupo de personas redefine una identidad colectiva a través de un folclore reinventado en el que se exponen la empatía, la fuerza de grupo, el lugar del individuo;ANFITEATRO EVA PERÓN;;LEOPOLDO MARECHAL Y LILLO;832.0;CABALLITO;6.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4375564;-34.6051091;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Transmisión oral;Transmisión oral explora la potencia, lo fascinante y lo peligroso del beso público. La calle como lugar donde construir nuevos imaginarios sociales. Allí, todo beso es político.;GUARDIA VIEJA ITINERANTES;;GUARDIA VIEJA;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4190186894402;-34.60089755312892;
Presencial;Estación posters serigráficos;Estampas únicas para celebrar la temporada!;USINA DEL ARTE;;AGUSTÍN R. CAFFARENA;1.0;LA BOCA;4.0;2020-02-07;2020-02-07;Actividad;Encuentro;Otros;Público General;No;Si;-58.3570997;-34.6287761;
Presencial;Metro y medio;Un espectáculo de acción física y comunicación cómica, de una manera activa, fresca y desenfadada.;ESPACIO CULTURAL CHACRA DE LOS REMEDIOS;;AV. DIRECTORIO Y LACARRA;;PARQUE AVELLANEDA;9.0;2020-02-25;2020-02-25;Actividad;Función / Exhibición;Artes Escénicas;Público General;Si;Si;-58.4799281761459;-34.6413019743389;
Presencial;Temporada de teatro de verano en el Museo Larreta;"El grupo ""La Galera"", con dirección de Héctor Presa, interpreta el espectáculo infantil ""Lindo el Patito Feo"".
";MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-28;2020-02-28;Actividad;Ciclo;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Taller de bordado;El propósito es aprender técnicas de bordad, explorar sus posibilidades de realización y aplicación tanto en indumentaria, objetos de decoración o piezas de arte. Por Virginia González.;MUSEO DE ARTES PLÁSTICAS EDUARDO SÍVORI;;AV. INFANTA ISABEL;555.0;PALERMO;14.0;2020-02-13;2020-02-13;Actividad;Formación;Diseño;Público General;No;Si;-58.4179707;-34.5691316;
Presencial;Visitas guiadas por el MAP;Se realizarán visitas guiadas por la casa que perteneció a Felix Bunge, la colección y las exposiciones.;MUSEO DE ARTE POPULAR JOSÉ HERNÁNDEZ;;AV. DEL LIBERTADOR;2373.0;PALERMO;14.0;2020-02-01;2020-02-01;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4051935738329;-34.5798338755258;
Presencial;Corsos P. CHACABUCO;Carnaval Porteño es un festejo que llega a cada rincón de la Ciudad, con un amplio abanico de espectáculos, siendo punto de encuentro de vecinos y familias.;CORSO P. CHACABUCO;;ASAMBLEA AV.;1600.0;PARQUE CHACABUCO;7.0;2020-02-24;2020-02-24;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;Si;Si;-58.4471531;-34.6374079;
Presencial;Lecturas semimontadas del libro Dramaturgia emergente y formación: una antología. El curso de Dramaturgia EMAD 1993-2018;"Lecturas  Semimontadas de ""Un mismo árbol verde"", ""Las riendas"", ""Pudor en animales de invierno"" y ""Antígona sensual""
";TEATRO PICADERO;;DISCEPOLO, ENRIQUE SANTOS;1857.0;BALVANERA;3.0;2020-01-23;2020-01-30;Actividad;Formación;Literatura, Libro y Lectura;Público General;No;Si;-58.3933987282304;-34.6040267245005;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Amor de V erano. Dj Set;Dj Set. Plaza Francia;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-01-28;2020-01-28;Actividad;Concierto / Recital;Música;Jóvenes (13-21);No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-01-16;2020-01-16;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Amor de Verano. Muestras Visuales.Stoppani y Jean Yves Legavre;Curadores: Julián Manzelli y Laura Spivak. Agradecimientos: Liga (Fresia Carnota y Mercedes Dougall). Sala 8;CENTRO CULTURAL RECOLETA;;JUNIN;1930.0;RECOLETA;2.0;2020-02-01;2020-02-16;Actividad;Exposición;Artes Visuales;Público General;No;Si;-58.3915749334467;-34.5864969834147;http://www.centroculturalrecoleta.org/agenda
Presencial;Corsos POMPEYA 1;Carnaval Porteño es un festejo que llega a cada rincón de la Ciudad, con un amplio abanico de espectáculos, siendo punto de encuentro de vecinos y familias.;CORSO POMPEYA I;;LA PLATA AV.;2300.0;NUEVA POMPEYA;4.0;2020-02-23;2020-02-23;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;Si;Si;-58.4229928924124;-34.6415597821265;
Presencial;Mar distante;Daniel y Esther son hermanos pero desconocían la existencia del otro. De grandes se encuentran y, a partir de ahí, conforman una familia muy peculiar junto a Miguel y Pedro, sus padres.;EL PORTÓN DE SÁNCHEZ;;SANCHEZ DE BUSTAMANTE;1034.0;PALERMO;14.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4135035493924;-34.5987335846535;https://www.buenosaires.gob.ar/fiba
Presencial;Corso de Carnaval Almagro II;Las murgas son las protagonistas que animan con bailes, silbatos, bombos con platillo y redoblantes los diferentes corsos de la Ciudad.;;;;;;;2020-02-22;2020-02-22;Actividad;Fiesta popular;Cultura Tradicional Popular y Patrimonio Inmaterial;Público General;No;Si;;;
Presencial;"""El Amante del Amor"", sonetos de William Shakespeare";En un mundo onírico, cinco actores recorren los grandes temas-enigmas de la humanidad: La vida, la muerte, el alma, el amor, el odio, la codicia, la juventud y la vejez.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-07;2020-02-07;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Concierto de la Banda Sinfónica de la Ciudad de Buenos Aires;Programa de música sinfónica con arreglos para vientos;FLORIDA Y AVENIDA SANTA FE;;FLORIDA;;RETIRO;1.0;2020-02-28;2020-02-28;Actividad;Concierto / Recital;Música;Público General;Si;Si;-58.3744836;-34.59460976;
Presencial;Demostración Danzas Urbanas + Taller;Demostración público;PARQUE DE LAS VICTORIAS;;LARRAZABAL;;VILLA LUGANO;9.0;2020-01-26;2020-01-26;Actividad;Exposición;Artes Escénicas;Público General;No;Si;-58.46700239277418;-34.67993668975323;
Presencial;Taller de verano: Retrato lápiz;Luego de observar el retrato de Ignacio de Loyola, realizar sus propios retratos con lápices de colores. Se verán las proporciones para realizar un rostro armónico.;MUSEO DE ARTE HISPANOAMERICANO ISAAC FERNÁNDEZ BLANCO - PALACIO NOEL;;SUIPACHA;1422.0;RECOLETA;2.0;2020-02-28;2020-02-28;Actividad;Formación;Artes Visuales;Niños (4-7);No;Si;-58.3799282809011;-34.590901591725;
Presencial;Concierto V - Cuarteto Tsunami;Obras de Cecilia Pereyra, Marcos Franciosi, Gabriel Senanes, Natalia Solomonoff y Martín Liut.;TEATRO SAN MARTÍN;;AVENIDA CORRIENTES;1530.0;SAN NICOLÁS;1.0;2020-01-25;2020-01-25;Actividad;Función / Exhibición;Música;Público General;No;Si;-58.3886391689903;-34.6042417731319;https://festivales.buenosaires.gob.ar/2019/fiba/es/home
Presencial;Festival MENEA;"Rituales salvajes, danzas sucias. Bailar desde una perspectiva disidente; la danza como expresión directamente política.";ESCALINATAS ABASTO SHOPPING;;GUARDIA VIEJA Y AGÜERO;;ALMAGRO;5.0;2020-02-01;2020-02-01;Actividad;Función / Exhibición;Otros;Público General;No;Si;-58.4112829830173;-34.6028004879625;
Presencial;Demostración Danzas Urbanas + Taller;Demostración pública;PARQUE INDOAMERICANO;;AV. ESCALADA;;VILLA SOLDATI;8.0;2020-01-26;2020-01-26;Actividad;Exposición;Artes Escénicas;Público General;No;Si;;;
Presencial;Visitas a la casa y el jardín;Recorridos participativos para disfrutar en grupo y descubrir juntos el museo, el Jardín Andaluz y su historia.;MUSEO DE ARTE ESPAÑOL ENRIQUE LARRETA;;JURAMENTO;2291.0;BELGRANO;13.0;2020-02-22;2020-02-22;Actividad;Visita / Recorrido;Patrimonio Material;Público General;No;Si;-58.4552642527823;-34.5611286837468;
Presencial;Taller de Arte para niños: Caricaturas;Se introduce a los niños al mundo de las caricaturas con las litografías de Bacle pertenecientes a la colección del Museo. Luego cada niño realiza su propia caricatura.;MUSEO HISTÓRICO CORNELIO DE SAAVEDRA;;CRISÓLOGO LARRALDE;6309.0;SAAVEDRA;12.0;2020-01-27;2020-01-27;Actividad;Formación;Artes Visuales;Niños (4-7);No;Si;-58.507506;-34.568784;
